# M=28, N=14, max=1, PBC
# U/t                  E0/t                S1(l=14)             S1_OP(l=14)          S10.0(l=14)           S10.0_OP(l=14)        Sigma2_n(l=14)       H(10.0)              S(10.0)_OP(5) 
  0.030000000019365026 -17.738594006233807 1.4557207425211918  0.4374047520039247  0.7496885317945926  0.14074040775951727 0.4487715209290144  0.5905746590682459  0.14050416436355342 
  0.0332441058799503   -17.725199820890815 1.4557219731911186  0.4377349332680132  0.7495131098856574  0.14088095000713127 0.4484754326956448  0.5902225058648989  0.14064369609958857 
  0.03683901916813193  -17.710365870428454 1.4557234814422462  0.4381005677135407  0.749319181621734   0.14103666245218904 0.44814790270740446 0.5898327214028546  0.14079828436374445 
  0.04082267509827882  -17.69393842596665  1.4557253294965498  0.438505433428645   0.7491048496737394  0.14120918003502778 0.44778565896112354 0.5894013362798421  0.14096955077989362 
  0.045237111079799136 -17.675747579891475 1.4557275933862717  0.43895370493691793 0.7488680346231333  0.14140031351293708 0.44738510369523254 0.5889239737362091  0.14115929110898676 
  0.05012891031563893  -17.65560559693194  1.4557303659707928  0.43944999351218744 0.748606460323547   0.14161206834945186 0.4469422841527262  0.5883958102736154  0.14136949389920211 
  0.05554969337013041  -17.63330510956104  1.45573376059549    0.43999939134660765 0.7483176387590929  0.14184666565847526 0.4464528612537322  0.5878115329658954  0.14160236114699082 
  0.061556662893444754 -17.60861714594303  1.455737915523465   0.4406075198897971  0.7479988545669226  0.14210656543005504 0.44591207658299936 0.5871652932923733  0.14186033119780797 
  0.06821320725083786  -17.581288978494875 1.4557429992953645  0.44128058271384135 0.7476471494523438  0.1423944923156015  0.44531471747079365 0.5864506573214248  0.14214610414733758 
  0.07558956942646847  -17.551041781198958 1.4557492172011335  0.44202542328245864 0.7472593067994759  0.1427134642884574  0.44465508011100496 0.58566055207379    0.14246267004275884 
  0.08376358826037628  -17.517568084181804 1.455756819080231   0.44284958802213253 0.746831836871599   0.1430668245324565  0.44392693124419935 0.5847872079371675  0.14281334023127473 
  0.09282151984050067  -17.480529014844965 1.455766108704218   0.4437613951378727  0.7463609631053738  0.14345827698504965 0.44312346857791596 0.5838220970050272  0.14320178226257474 
  0.10285894771745487  -17.43955131612834  1.455777455037537   0.4447700096701547  0.7458426101358194  0.14389192605215373 0.4422372797811036  0.5827558672064078  0.1436320588272897  
