# M=28, N=14, max=1, PBC
# U/t                  E0/t                S1(l=14)             S1_OP(l=14)          S2.0(l=14)           S2.0_OP(l=14)        Sigma2_n(l=14)       H(2.0)              S(2.0)_OP(5) 
  -0.030000000019365026 -17.98765950789726  1.4557208708205092  0.43125789492792055 1.1129460207421413  0.2359400572549644  0.4543392747247097  0.8613422791612015  0.2356185326782841  
  -0.0332441058799503  -18.00119878186179  1.4557221477812554  0.43092330338988294 1.1130598452809484  0.23571085800119307 0.45464541145155124 0.8617208147400871  0.2353906463669058  
  -0.03683901916813193 -18.01621089782742  1.4557237190269787  0.43055225298215954 1.1131863104518047  0.23545677647030527 0.4549852816158406  0.8621406564703928  0.2351380144325301  
  -0.04082267509827882 -18.03285712584293  1.4557256528083764  0.43014073620692167 1.1133268600748185  0.23517509854914623 0.45536268005050573 0.862606358501192   0.23485793634915564 
  -0.045237111079799136 -18.051316634197374 1.455728033363173   0.4296842967570125  1.113483112081753   0.23486281084536467 0.45578184683571976 0.8631229883083691  0.2345474135189006  
  -0.05012891031563893 -18.071788530520454 1.4557309647194656  0.42917797722442    1.1136568816119186  0.23451656684661237 0.4562475238571082  0.8636961872955348  0.23420311550291653 
  -0.05554969337013041 -18.094494148057418 1.4557345754256885  0.42861626020642346 1.113850207642494   0.23413264901836622 0.45676501971552597 0.8643322392423426  0.2338213421922368  
  -0.06155666289344478 -18.119679609346086 1.4557390244411945  0.42799300185338096 1.1140653837968717  0.23370692630379297 0.4573402841284562  0.8650381477804214  0.23339798136519682 
  -0.06821320725083786 -18.14761870436701  1.4557445084835763  0.4273013567133445  1.1143049941135477  0.23323480636204685 0.45797999400846834 0.8658217243162412  0.23292846098385234 
  -0.07558956942646847 -18.178616125932997 1.4557512712087917  0.42653369253411305 1.114571954731855   0.23271118180751751 0.4586916529157321  0.8666916880966165  0.23240769546704929 
  -0.08376358826037628 -18.213011111810413 1.4557596147033327  0.4256814934019385  1.1148695626700218  0.2321303695336309  0.4594837069169202  0.8676577804532729  0.23183002503593617 
  -0.09282151984050067 -18.25118155104039  1.4557699139015623  0.4247352492797879  1.1152015531481487  0.23148604205649198 0.460365679914581   0.8687308957123063  0.23118914705105917 
  -0.10285894771745487 -18.293548621419585 1.455782634715834   0.42368432959113256 1.1155721672624113  0.23077114958727543 0.4613483324618315  0.8699232317923278  0.2304780380383625  
  -0.1139817915470694  -18.340582036454453 1.455798356896318   0.42251683796332656 1.1159862322705592  0.2299778312473337  0.4624438494468279  0.8712484642469652  0.22968886481955453 
  -0.12630742480437512 -18.392805993734164 1.45581780294013    0.42121944457391736 1.1164492573375964  0.22909731348507137 0.46366606332613713 0.8727219484331878  0.22881288280177436 
  -0.13996591336366881 -18.450805933127192 1.4558418747719744  0.4197771916914566  1.1169675483553136  0.2281197933310257  0.46503072050087013 0.8743609556206203  0.22784031901518903 
  -0.15510138801474055 -18.515236233168316 1.4558717004589228  0.4181732668300848  1.1175483464648006  0.22703430343384637 0.46655580271655595 0.8761849505487398  0.22676023687733413 
  -0.17187356539869844 -18.586828998361387 1.4559086939522867  0.4163887364778853  1.1181999962498317  0.2258285551065183  0.46826191673336837 0.8782159199205078  0.22556037886024824 
  -0.19045943341302143 -18.66640412000868  1.4559546318473344  0.4144022313436243  1.1189321513836668  0.22448875449242642 0.4701727710320256  0.8804787642276884  0.22422698216488832 
  -0.2110551188710247  -18.754880830098365 1.4560117525280625  0.4121895713749096  1.1197560279694299  0.2229993855158461  0.4723157645276004  0.8830017691174965  0.2227445610652135  
  -0.23387795712415962 -18.85329101370641  1.4560828849851044  0.40972331515049387 1.1206847192084453  0.221342951352245   0.4747227200068167  0.8858171777901658  0.22109564761937106 
  -0.25916878548677436 -18.962794602962717 1.4561716173096297  0.40697221317057236 1.121733589773214   0.21949966341695115 0.4774308076450211  0.8889618933116804  0.2192604797373756  
  -0.2871944846646309  -19.08469744848552  1.456282518755465   0.4039005374679882  1.1229207749841397  0.2174470630709988  0.4804837214772064  0.8924783501922997  0.21721662181021417 
  -0.3182507950055273  -19.220472157288313 1.4564214349205766  0.4004672498922666  1.1242678196038278  0.21515955592924788 0.4839331958743074  0.8964156095509327  0.2149384977536989  
  -0.3526654372904245  -19.371782506483083 1.4565958839710638  0.39662495682070403 1.1258005053029647  0.21260783090292637 0.4878409870342537  0.9008307541653768  0.21239680860964147 
  -0.39080157099713214 -19.540512199639252 1.4568155944530607  0.39231857657600633 1.1275499372168865  0.20975812480670258 0.4922815012004307  0.9057906924025602  0.20955779557745347 
  -0.43306162652977764 -19.72879894201399  1.4570932446672487  0.38748361363301564 1.129553992705008   0.20657127660264815 0.4973453363702802  0.9113745296233812  0.20638229252570445 
  -0.4798915518535437  -19.93907509393794  1.4574454941968256  0.38204388414197027 1.1318592867221595  0.2030014895820984  0.5031441439296884  0.9176767430420205  0.20282448638742986 
  -0.531785518347161   -20.17411655207865  1.4578944477081592  0.3759084593523134  1.1345238908790258  0.19899467977664198 0.509817437966241   0.9248115193404631  0.198830263769734   
  -0.5892911355315213  -20.43710205949529  1.4584697736896837  0.3689674671018706  1.1376211805981824  0.19448622444419109 0.5175423548918445  0.9329188172730991  0.19433495772685858 
  -0.6530152297026794  -20.73168594489444  1.4592118431286527  0.36108617987539304 1.1412454208846983  0.18939781773267697 0.5265480139577647  0.9421730624644424  0.18926020187981588 
  -0.7236302474480942  -21.062088488539725 1.460176508359484   0.3520964498698129  1.1455201234905805  0.18363295699607984 0.5371373011606266  0.952795991263647   0.18350941544606506 
  -0.8018813516190211  -21.43320997274072  1.461442621385971   0.3417838829786709  1.1506109987280004  0.17707025396095266 0.549721114556526   0.9650762871485675  0.17696111335108852 
  -0.8885942846390915  -21.850777497394635 1.4631243400076335  0.3298678651094082  1.1567468866742407  0.1695531442628317  0.5648745411093756  0.9794008482795721  0.16945861475099602 
  -0.9846840821264076  -22.321538819156544 1.4653922759046487  0.3159689540638817  1.1642553420474917  0.16087332816368435 0.5834339021418273  0.9963070805614365  0.16079348218933798 
  -1.0911647287793849  -22.853526935502575 1.4685121288726106  0.2995524493341227  1.1736270441983365  0.15074261130910954 0.6066755373369617  1.0165758252987227  0.15067735893170445 
  -1.2091598584197905  -23.456437874122408 1.4729210618563204  0.2798232210733713  1.1856420671933603  0.13874156440003074 0.636673466814301   1.0414097665991549  0.13869062066578436 
  -1.3399146111048585  -24.14220529251458  1.4793955546684698  0.255509530292875   1.2016450491760287  0.1242169993629376  0.6770980037001095  1.0728129019832155  0.12417983375465712 
  -1.4848087724302999  -24.925959310489763 1.4894802217830518  0.2243538022370121  1.2242410071847323  0.10605014649815432 0.7352981322874115  1.1145224060086827  0.10602589296403164 
  -1.6453713336763092  -25.827877670098534 1.5068732386384693  0.18164124090263536 1.2595085947498423  0.08202983970589278 0.8292015878941896  1.1748602225223526  0.08201711363303632 
  -1.8232966264420694  -26.877828432579754 1.5443905006387018  0.11422488504235005 1.3277408682345997  0.04666382106502133 1.0228062822416248  1.2797027014522846  0.04666023883621387 
  -2.0204622020290017  -28.139756995742847 1.8340606282209775  0.02143412987229792 1.6728588428160915  0.006340968075369777 2.198790033207054   1.6662378218703964  0.006340819945019257 
  -2.2389486442444126  -30.343542944973215 3.2225111595265727  0.6149817550491392  3.141212264076354   0.5682092742911277  14.387910705432027  2.5770381170291303  0.5562535244948854  
  -2.481061524699554   -33.26707225659567  3.2658896736571963  0.6193888156246041  3.203044950608674   0.5869111635236921  15.556191312564408  2.6212593398948423  0.5755977169240882  
  -2.749355732284719   -36.60451886417879  3.2846884232081996  0.6230952929567403  3.2335030212149998  0.5962405192993041  15.937893133095606  2.638914961164217   0.5857654728841143  
  -3.0466624335574273  -40.354990491933975 3.2962866636461747  0.6264296088966397  3.255360492894531   0.6031846849448516  16.125965956550964  2.649259951695237   0.5935737583237305  
  -3.376118948542384   -44.54570769759373  3.304329483966971   0.6293092364258395  3.2719428388513987  0.6092237132359064  16.23576311526857   2.656081700356609   0.6002488580358734  
  -3.741201857206702   -49.2150877151795   3.3102342764695427  0.631752579949387   3.284677834170518   0.6145840883281648  16.306197637306788  2.660827339543186   0.6060120813655469  
  -4.145763685965449   -54.4092516747501   3.3147157774466343  0.6338066276227998  3.294530428224567   0.6192833569805645  16.35419316221317   2.6642393302504432  0.6109372091336762  
  -4.594073561350804   -60.181148847933116 3.318189822686308   0.6355233604976992  3.3022060025330418  0.6233403479134075  16.388293386087874  2.6667517373393075  0.6150993305319769  
  -5.090862259841395   -66.59052504407515  3.3209214760598695  0.6369522503001549  3.308225100747015   0.6267987453738548  16.413265948930686  2.66863644158325    0.6185857071041351  
  -5.641372129238837   -73.7042615167189   3.32309071787949    0.6381378053530976  3.312973576355708   0.6297182547728585  16.431972607750566  2.670071525017278   0.6214869305204709  
  -6.251412408385261   -81.59692329747031  3.324825471833577   0.6391189673484562  3.316739439305824   0.6321645361950461  16.446229713717777  2.6711776046177826  0.6238895111460887  
  -6.927420528981503   -90.35145533412945  3.326219793080522   0.6399292578977318  3.3197395709276183  0.6342025353886244  16.457242105323118  2.672038628303703   0.6258719348669808  
  -7.676530046391541   -100.06000286656545 3.3273446143265972  0.6405972292764861  3.322138843925157   0.6358927818188492  16.46583798592127   2.67271438253685    0.6275031715139292  
  -8.50664591627096    -110.82484926784664 3.3282544659560194  0.6411470202079123  3.3240637642845345  0.637289650616418   16.472603529040576  2.6732482990200266  0.6288425867034027  
  -9.42652791137379    -122.75947301839899 3.3289918816820996  0.641598923780048   3.3256122432646014  0.6384408088309826  16.47796374032849   2.6736724762451214  0.6299405681641113  
  -10.445883058791077  -135.98973033780908 3.3295904043353293  0.6419699244583823  3.3268606541306722  0.6393873340659356  16.482233006844787  2.674010993990144   0.6308394645561148  
  -11.575468073062348  -150.65517323310686 3.3300767071230535  0.6422741857285967  3.3278689805867825  0.6401641872809487  16.485647797858     2.6742821517365294  0.6315746151263352  
  -12.827202866082331  -166.91051521346904 3.330472134033982   0.6425234823062781  3.328684615134921   0.6408008473082936  16.48838846088143   2.674500012054927   0.6321753540416554  
  -14.214296331612761  -184.92725909554895 3.330793845485294   0.6427275771344425  3.329345193242858   0.64132199372957    16.49059413693187   2.6746754852009302  0.632665933219474   
  -15.751385731736596  -204.89550340421647 3.331055687348217   0.6428945464882506  3.3298807313343137  0.6417481739549876  16.492373208279474  2.674817104775861   0.6330663409461427  
  -17.45469115612598   -227.02594598729328 3.331268860813152   0.6430310579108893  3.3303152562460197  0.6420964206946509  16.49381077026341   2.674931591473432   0.6333930117971563  
  -19.34218668405074   -251.55210568964515 3.331442445437083   0.643142606192427   3.3306680588421154  0.6423808044773429  16.494974074173555  2.675024268912393   0.6336594328554895  
  -21.433790055309398  -278.73278532777096 3.331583811746635   0.6432337125909998  3.3309546666631493  0.6426129168336449  16.495916557296745  2.675099374519552   0.6338766557167479  
  -23.7515728515794    -308.8548018151203  3.3316989493333224  0.6433080922180803  3.3311876042463457  0.6428022860008649  16.496680869957522  2.6751602947868096  0.6340537254477913  
  -26.31999340611905   -342.23601214978714 3.331792729373084   0.6433687940988542  3.3313769913618563  0.6429567303004292  16.497301177840605  2.675209745235341   0.6341980377970032  
  -29.16615489959374   -379.2286671272261  3.331869115679044   0.6434183179517416  3.3315310163781193  0.6430826558207319  16.49780493224391   2.6752499094041267  0.6343156352815096  
  -32.320091365574875  -420.22312811897336 3.33193133499287    0.64345871125544    3.3316563126298435  0.6431853054443765  16.498214244010832  2.675282547091732   0.6344114517305811  
  -35.81508462377596   -465.65198610358436 3.331982014762608   0.6434916497123444  3.331758258889114   0.6432689660471381  16.49854695842967   2.675309079264243   0.6344895136908687  
  -39.688015485454294  -515.9946263906146  3.3320232948419672  0.64351850379031    3.3318412200712793  0.6433371401626405  16.49881750191178   2.675330655073359   0.6345531059354561  
  -43.97975293706269   -571.7822871886573  3.3320569181836746  0.6435403936372162  3.331908740619195   0.6433926877285594  16.49903755273332   2.6753482050336226  0.6346049072347858  
  -48.73558540900005   -633.6036653847199  3.332084304558279   0.6435582343178384  3.331963700242249   0.6434379428154482  16.499216574954865  2.6753624834055003  0.6346471015760711  
  -54.00569868041124   -702.1111286802458  3.332106610522925   0.6435727730193661  3.3320084395882503  0.6434748095473052  16.499362245139793  2.6753741021022335  0.6346814691681074  
  -59.84570546311234   -778.0275996302577  3.3321247782322008  0.6435846196092251  3.332044861820097   0.6435048407877462  16.499480794534662  2.675383557900491   0.6347094608380629  
  -66.31723225305977   -862.1541842241944  3.3321395751825893  0.6435942717028458  3.3320745148285225  0.643529302598947   16.49957728421615   2.67539125433407    0.6347322588066943  
  -73.48856964209554   -955.3786255051286  3.332151626583022   0.643602135206182   3.332098657846744   0.6435492269865742  16.499655826846187  2.6753975193477872  0.6347508263067164  
  -81.43539295236425   -1058.684671431261  3.3321614417241294  0.6436085411347617  3.3321183154759075  0.6435654550206512  16.499719765728898  2.675402619557805   0.6347659480730767  
  -90.2415607978742    -1173.1624558317842 3.3321694354608753  0.6436137593733321  3.332134321533555   0.6435786720624507  16.49977181961666   2.675406771787857   0.634778263371683   
