# M=28, N=14, max=1, PBC
# U/t                  E0/t                S1(l=14)             S1_OP(l=14)          S2.0(l=14)           S2.0_OP(l=14)        Sigma2_n(l=14)       H(2.0)              S(2.0)_OP(5) 
  0.030000000019365026 -17.738594006233807 1.4557207425211918  0.4374047520039247  1.1108911562535035  0.24016502521496721 0.4487715209290144  0.8543968129752559  0.23981837733673222 
  0.0332441058799503   -17.725199820890815 1.4557219731911186  0.4377349332680132  1.1107827266629484  0.24039275099085722 0.4484754326956448  0.854024186692425   0.24004469828135871 
  0.03683901916813193  -17.710365870428454 1.4557234814422462  0.4381005677135407  1.1106628866875776  0.24064502305895    0.44814790270740446 0.8536116018520203  0.24029540791531986 
  0.04082267509827882  -17.69393842596665  1.4557253294965498  0.438505433428645   1.110530473154356   0.24092447890202986 0.44778565896112354 0.8531548117436057  0.24057312535415232 
  0.045237111079799136 -17.675747579891475 1.4557275933862717  0.43895370493691793 1.110384212853797   0.2412340377896248  0.44738510369523254 0.8526491265412843  0.24088074920536198 
  0.05012891031563893  -17.65560559693194  1.4557303659707928  0.43944999351218744 1.1102227141005685  0.2415769306226253  0.4469422841527262  0.8520893687652478  0.24122148709123875 
  0.05554969337013041  -17.63330510956104  1.45573376059549    0.43999939134660765 1.1100444581257873  0.24195673292433584 0.4464528612537322  0.8514698245891504  0.24159888825826203 
  0.061556662893444754 -17.60861714594303  1.455737915523465   0.4406075198897971  1.10984779043775    0.2423774012992527  0.44591207658299936 0.8507841906769736  0.24201687960185225 
  0.06821320725083786  -17.581288978494875 1.4557429992953645  0.44128058271384135 1.1096309123331585  0.24284331375525936 0.44531471747079365 0.8500255161880017  0.2424798054766245  
  0.07558956942646847  -17.551041781198958 1.4557492172011335  0.44202542328245864 1.109391872796694   0.24335931433207444 0.44465508011100496 0.8491861395566315  0.2429924717118675  
  0.08376358826037628  -17.517568084181804 1.455756819080231   0.44284958802213253 1.1091285610951438  0.2439307625182042  0.44392693124419935 0.8482576196614117  0.24356019431241255 
  0.09282151984050067  -17.480529014844965 1.455766108704218   0.4437613951378727  1.1088387004551277  0.24456358803749087 0.44312346857791596 0.8472306609387591  0.24418885340000512 
