# M=28, N=14, max=1, PBC
# U/t                  E0/t                S1(l=14)             S1_OP(l=14)          S10.0(l=14)           S10.0_OP(l=14)        Sigma2_n(l=14)       H(10.0)              S(10.0)_OP(5) 
  -0.030000000019365026 -17.98765950789726  1.4557208708205092  0.43125789492792055 0.7530058361026385  0.13813620672342652 0.4543392747247097  0.5971591497740266  0.13791799025661    
  -0.0332441058799503  -18.00119878186179  1.4557221477812554  0.43092330338988294 0.7531892127908297  0.13799510645033947 0.45464541145155124 0.5975191333691292  0.13777782969853475 
  -0.03683901916813193 -18.01621089782742  1.4557237190269787  0.43055225298215954 0.7533929098018527  0.13783870874925502 0.4549852816158406  0.5979185338647789  0.13762246924042648 
  -0.04082267509827882 -18.03285712584293  1.4557256528083764  0.43014073620692167 0.7536192382638472  0.1376653496679758  0.45536268005050573 0.5983617280152644  0.13745025456361534 
  -0.045237111079799136 -18.051316634197374 1.455728033363173   0.4296842967570125  0.7538707858659381  0.13747318281726478 0.45578184683571976 0.5988535929457682  0.1372593497535635  
  -0.05012891031563893 -18.071788530520454 1.4557309647194656  0.42917797722442    0.7541504531038712  0.13726015897104205 0.4562475238571082  0.5993995668081991  0.13704771694659199 
  -0.05554969337013041 -18.094494148057418 1.4557345754256885  0.42861626020642346 0.7544614949904997  0.1370240032669196  0.45676501971552597 0.6000057176336798  0.1368130935760313  
  -0.06155666289344478 -18.119679609346086 1.4557390244411945  0.42799300185338096 0.7548075692131132  0.13676218969875562 0.4573402841284562  0.6006788216897974  0.136552966899479   
  -0.06821320725083786 -18.14761870436701  1.4557445084835763  0.4273013567133445  0.7551927919301812  0.13647191252186283 0.45797999400846834 0.6014264529098965  0.1362645454359864  
  -0.07558956942646847 -18.178616125932997 1.4557512712087917  0.42653369253411305 0.7556218026631552  0.1361500541500438  0.4586916529157321  0.6022570853004506  0.13594472687758255 
  -0.08376358826037628 -18.213011111810413 1.4557596147033327  0.4256814934019385  0.7560998400705339  0.13579314902363834 0.4594837069169202  0.6031802106114139  0.1355900619600125  
  -0.09282151984050067 -18.25118155104039  1.4557699139015623  0.4247352492797879  0.75663283081067    0.1353973428446185  0.460365679914581   0.604206474089435   0.1351967136784496  
  -0.10285894771745487 -18.293548621419585 1.455782634715834   0.42368432959113256 0.7572274942343087  0.13495834644794072 0.4613483324618315  0.6053478317605179  0.13476041110943016 
  -0.1139817915470694  -18.340582036454453 1.455798356896318   0.42251683796332656 0.7578914663337558  0.13447138341286397 0.4624438494468279  0.6066177335346926  0.13427639694184698 
  -0.12630742480437512 -18.392805993734164 1.45581780294013    0.42121944457391736 0.7586334472640952  0.13393113031836054 0.46366606332613713 0.6080313375089934  0.13373936761693023 
  -0.13996591336366881 -18.450805933127192 1.4558418747719744  0.4197771916914566  0.7594633779058476  0.13333164830860958 0.46503072050087013 0.609605762195181   0.13314340471435487 
  -0.15510138801474055 -18.515236233168316 1.4558717004589228  0.4181732668300848  0.7603926524674639  0.1326663042435223  0.46655580271655595 0.6113603853251862  0.13248189587735934 
  -0.17187356539869844 -18.586828998361387 1.4559086939522867  0.4163887364778853  0.7614343761400116  0.13192767930566895 0.46826191673336837 0.6133172002505718  0.1317474431160711  
  -0.19045943341302143 -18.66640412000868  1.4559546318473344  0.4144022313436243  0.7626036795389486  0.1311074623015462  0.4701727710320256  0.615501244310762   0.1309317557218108  
  -0.2110551188710247  -18.754880830098365 1.4560117525280625  0.4121895713749096  0.763918105346648   0.13019632407669826 0.4723157645276004  0.6179411179829236  0.13002552420848945 
  -0.23387795712415962 -18.85329101370641  1.4560828849851044  0.40972331515049387 0.7653980876330618  0.12918376837032952 0.4747227200068167  0.620669619776738   0.12901827058381427 
  -0.25916878548677436 -18.962794602962717 1.4561716173096297  0.40697221317057236 0.7670675513791224  0.12805795288391608 0.4774308076450211  0.6237245303937419  0.12789816871872808 
  -0.2871944846646309  -19.08469744848552  1.456282518755465   0.4039005374679882  0.7689546696742354  0.12680547218461366 0.4804837214772064  0.6271495917656712  0.12665182643947956 
  -0.3182507950055273  -19.220472157288313 1.4564214349205766  0.4004672498922666  0.7710928303500527  0.1254110910554625  0.4839331958743074  0.6309957438802364  0.125264017938498   
  -0.3526654372904245  -19.371782506483083 1.4565958839710638  0.39662495682070403 0.7735218846449017  0.12385741251796853 0.4878409870342537  0.6353227075727288  0.12371735073970191 
  -0.39080157099713214 -19.540512199639252 1.4568155944530607  0.39231857657600633 0.7762897815221906  0.122124458369247   0.4922815012004307  0.6402010389687082  0.1219918450917077  
  -0.43306162652977764 -19.72879894201399  1.4570932446672487  0.38748361363301564 0.7794547383929928  0.12018913062456925 0.4973453363702802  0.6457148380579233  0.12006439417807267 
  -0.4798915518535437  -19.93907509393794  1.4574454941968256  0.38204388414197027 0.7830881723117031  0.11802450774919555 0.5031441439296884  0.6519653820918225  0.11790805910120009 
  -0.531785518347161   -20.17411655207865  1.4578944477081592  0.3759084593523134  0.787278732788543   0.11559890708254832 0.509817437966241   0.6590760947428858  0.11549113008485475 
  -0.5892911355315213  -20.43710205949529  1.4584697736896837  0.3689674671018706  0.7921379699191542  0.11287460871697512 0.5175423548918445  0.667199491831015   0.11277584923909408 
  -0.6530152297026794  -20.73168594489444  1.4592118431286527  0.36108617987539304 0.7978084990657933  0.1098060763468719  0.5265480139577647  0.676527133742419   0.10971663047436087 
  -0.7236302474480942  -21.062088488539725 1.460176508359484   0.3520964498698129  0.8044761024055267  0.10633740802436391 0.5371373011606266  0.6873042998594799  0.10625750957418133 
  -0.8018813516190211  -21.43320997274072  1.461442621385971   0.3417838829786709  0.8123882785452874  0.10239856618599338 0.549721114556526   0.6998523610733561  0.10232837378934345 
  -0.8885942846390915  -21.850777497394635 1.4631243400076335  0.3298678651094082  0.8218838395166252  0.09789959102894022 0.5648745411093756  0.7146042715310547  0.09783917491420195 
  -0.9846840821264076  -22.321538819156544 1.4653922759046487  0.3159689540638817  0.833442493101826   0.09272131273060107 0.5834339021418273  0.732163650804683   0.0926706409513364  
  -1.0911647287793849  -22.853526935502575 1.4685121288726106  0.2995524493341227  0.8477730917858591  0.08669960346168182 0.6066755373369617  0.7534091932690581  0.08665852643897937 
  -1.2091598584197905  -23.456437874122408 1.4729210618563204  0.2798232210733713  0.8659833565461225  0.0795967613659841  0.636673466814301   0.7796938261653937  0.07956499184307221 
  -1.3399146111048585  -24.14220529251458  1.4793955546684698  0.255509530292875   0.8899417429310718  0.0710445911207095  0.6770980037001095  0.8132652033753024  0.07102167315868421 
  -1.4848087724302999  -24.925959310489763 1.4894802217830518  0.2243538022370121  0.9231694465936916  0.060416328261787264 0.7352981322874115  0.8582896959842545  0.060401581769508335 
  -1.6453713336763092  -25.827877670098534 1.5068732386384693  0.18164124090263536 0.973588882800573   0.046482653828392555 0.8292015878941896  0.9239552697879352  0.04647506232877784 
  -1.8232966264420694  -26.877828432579754 1.5443905006387018  0.11422488504235005 1.0662272606531167  0.02622495130483461 1.0228062822416248  1.038396724662047   0.026222876694934116 
  -2.0204622020290017  -28.139756995742847 1.8340606282209775  0.02143412987229792 1.4548233121043348  0.0035284385446256385 2.198790033207054   1.4509913154366016  0.003528355793470832 
  -2.2389486442444126  -30.343542944973215 3.2225111595265727  0.6149817550491392  2.839987430803825   0.5223788181220465  14.387910705432027  2.5049615418651756  0.4948749209458675  
  -2.481061524699554   -33.26707225659567  3.2658896736571963  0.6193888156246041  2.9064230413951506  0.5524706407450367  15.556191312564408  2.5844250069269314  0.5266819853813878  
  -2.749355732284719   -36.60451886417879  3.2846884232081996  0.6230952929567403  2.9206350889377073  0.5688106139952817  15.937893133095606  2.606441034861134   0.5439597799297565  
  -3.0466624335574273  -40.354990491933975 3.2962866636461747  0.6264296088966397  2.966160497876994   0.5790172883425606  16.125965956550964  2.6167253846019856  0.5552700075649355  
  -3.376118948542384   -44.54570769759373  3.304329483966971   0.6293092364258395  3.0181170956666112  0.5858209137644839  16.23576311526857   2.624006587553696   0.5633948555614492  
  -3.741201857206702   -49.2150877151795   3.3102342764695427  0.631752579949387   3.0682648251202833  0.5912203071775777  16.306197637306788  2.629486840052811   0.5700642777882053  
  -4.145763685965449   -54.4092516747501   3.3147157774466343  0.6338066276227998  3.1137469104229116  0.596041875029101   16.35419316221317   2.633609690981789   0.575977811790533   
  -4.594073561350804   -60.181148847933116 3.318189822686308   0.6355233604976992  3.15358918774623    0.6005377735011903  16.388293386087874  2.6367094147972985  0.5813654179859086  
  -5.090862259841395   -66.59052504407515  3.3209214760598695  0.6369522503001549  3.187614773751363   0.6047697613447446  16.413265948930686  2.6390495602603927  0.5863048889471995  
